CHROM	Start	End	Length	14	5	15	7	2	3	4	6	8	9	10	11	12	13	16	19	17	20	21	18
Chr07	1166716	1168955	2239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|1350845-1353064
Chr07	1431373	1434766	3393	NA	NA	NA	NA	NA	Chr07|1385767-1389151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	1431373	1436639	5265	NA	NA	NA	NA	NA	NA	Chr07|1404281-1409532	NA	Chr07|1336335-1341592	NA	Chr07|1386308-1391565	Chr07|1385250-1390507	NA	NA	Chr07|1354118-1359375	Chr07|1369355-1374612	NA	NA	NA	NA
Chr07	1889727	1905877	16150	NA	NA	NA	NA	NA	Chr07|2142535-2161550	NA	NA	Chr07|1759921-1778934	Chr07|1755010-1774025	Chr07|1809120-1828155	NA	NA	NA	Chr07|1778001-1797016	NA	NA	NA	NA	NA
Chr07	4425019	4426366	1347	NA	NA	NA	NA	Chr07|4302866-4304214	Chr07|4673196-4674544	NA	Chr07|4846012-4847360	Chr07|4352292-4353640	Chr07|4244030-4245378	Chr07|4320920-4322268	Chr07|4708934-4710282	NA	Chr07|4433264-4434612	Chr07|4368105-4369453	Chr07|4703538-4704886	NA	NA	NA	NA
Chr07	5193659	5194950	1291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|5740246-5741537
Chr07	5348757	5430626	81869	NA	NA	NA	NA	NA	NA	Chr07|5515958-5572716	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|5601200-5657896	NA	NA	Chr07|5632816-5689927	NA
Chr07	5353858	5430620	76762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|5904820-5963123	NA	NA	NA
Chr07	5354499	5430622	76123	NA	NA	NA	NA	Chr07|5246280-5295363	Chr07|5616866-5665963	NA	Chr07|5789166-5838269	Chr07|5297154-5346130	NA	Chr07|5264837-5313944	Chr07|5661085-5710178	Chr07|5422097-5470613	Chr07|5390283-5439376	Chr07|5311875-5360938	NA	NA	NA	NA	NA
Chr07	5354499	5436329	81830	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|5250017-5305458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	5420705	5425515	4810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|5842865-5847712
Chr07	5817368	5821423	4055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|6455265-6458578
Chr07	5883081	5893518	10437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|6564104-6574294
Chr07	5937111	5939051	1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|6787046-6788978
Chr07	6649105	6654812	5707	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|6653912-6659629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	6650707	6654812	4105	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|6521976-6526099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	7478562	7484152	5590	Chr07|7480907-7486558	NA	NA	NA	Chr07|7309746-7315396	Chr07|7739224-7744875	NA	Chr07|7912649-7918300	NA	NA	Chr07|7423182-7428833	Chr07|7802785-7808436	NA	Chr07|7514555-7520206	Chr07|7448313-7453964	Chr07|7644138-7649799	NA	NA	NA	NA
Chr07	7686244	7706877	20633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|7518290-7529425	Chr07|7719966-7731102	NA
Chr07	7742588	7757824	15236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|8604362-8623360
Chr07	8009062	8010225	1163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|8853102-8854270	NA	NA	NA
Chr07	8148154	8150161	2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|7928563-7930570	Chr07|8119607-8121614	NA
Chr07	8716671	8753196	36525	Chr07|8852931-8909703	NA	NA	NA	Chr07|8666374-8711111	Chr07|9082780-9130772	NA	Chr07|9422437-9467465	NA	Chr07|8564116-8608528	Chr07|8941756-8986544	Chr07|9169335-9214093	NA	Chr07|9027178-9072206	Chr07|8960475-9005508	Chr07|9229450-9267506	Chr07|9409451-9455483	NA	NA	NA
Chr07	8716673	8750951	34278	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|9212595-9258556	NA	NA	NA	Chr07|9057931-9103583	NA	NA	NA	NA	NA	NA	NA
Chr07	8725429	8753196	27767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|8453137-8478963	Chr07|8647079-8672911	NA
Chr07	9346840	10146068	799228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|9675864-10081457	NA	NA	NA	NA	NA	NA	NA
Chr07	9424698	9589654	164956	NA	NA	NA	NA	Chr07|9469337-9639901	Chr07|9866095-10036380	NA	Chr07|10225777-10396415	NA	NA	NA	NA	NA	Chr07|9830504-10001137	Chr07|9763873-9934474	NA	NA	NA	NA	NA
Chr07	9424698	9676079	251381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|9647359-9915528	Chr07|9873787-10141510	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	9878164	9880146	1982	NA	NA	Chr07|10354835-10356700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	10140141	10357623	217482	NA	NA	NA	NA	Chr07|10032512-10206872	Chr07|10570331-10744687	NA	Chr07|10931354-11105820	NA	NA	Chr07|10449715-10623776	Chr07|10675502-10849907	NA	Chr07|10536039-10710506	Chr07|10469340-10648392	NA	NA	NA	NA	NA
Chr07	10179751	10181498	1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|9717059-9718804	NA
Chr07	11631695	11636044	4349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|13460464-13464859
Chr07	11770480	11773844	3385	Chr07|12411280-12414666	Chr07|11818545-11822054	Chr07|12198918-12202427	NA	Chr07|12001924-12005309	Chr07|12553691-12557076	Chr07|12058907-12062291	Chr07|12918626-12922011	NA	NA	Chr07|12459253-12462638	Chr07|12678070-12681455	NA	Chr07|12524173-12527558	Chr07|12462154-12465539	Chr07|13160905-13164289	NA	Chr07|11102914-11106285	Chr07|11398968-11402329	NA
Chr07	11845794	11874370	28576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|13538451-13588707
Chr07	11876347	11963874	87527	NA	NA	NA	Chr07|11944472-12113105	NA	NA	NA	NA	NA	Chr07|12115450-12248734	NA	NA	NA	NA	NA	NA	Chr07|12557368-12718709	NA	NA	NA
Chr07	11887201	11949093	61892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|13692168-13788361
Chr07	12000479	12031784	31305	Chr07|12713499-12829800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	12538130	12539716	1586	NA	NA	NA	Chr07|12544814-12546395	NA	NA	NA	NA	NA	Chr07|12652001-12653582	NA	NA	NA	NA	NA	NA	Chr07|13155958-13157535	NA	NA	NA
Chr07	12716554	12717820	1266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|14578161-14579499
Chr07	12872445	13131235	258790	Chr07|13742319-14006822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	12884757	12886308	1551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|15296638-15298172
Chr07	13476188	15078095	1601907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|12833161-13761073	NA
Chr07	13877193	13884456	7263	NA	NA	NA	NA	Chr07|14033465-14066433	Chr07|14556295-14589274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	15450061	15451418	1357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|16500137-16501536	NA	NA	NA	NA
Chr07	15658880	15758739	99883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|13963662-14052686	Chr07|14400263-14490101	NA
Chr07	16104011	16106305	2294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|17128969-17131264	NA	NA	NA
Chr07	16532580	16589168	56588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|17700533-17773321	NA	NA	NA
Chr07	17538774	17568671	29897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|15747800-15770747	NA	NA
Chr07	17945596	17947144	1548	NA	NA	NA	NA	Chr07|18288505-18290069	NA	NA	Chr07|19384676-19386240	NA	Chr07|17899488-17901052	Chr07|18451670-18453234	Chr07|18797897-18799461	NA	Chr07|19013022-19014586	NA	Chr07|19155048-19156612	Chr07|19300456-19302020	NA	NA	NA
Chr07	18554906	18565384	10478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|21398675-21409296
Chr07	18640613	18675056	34443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|16554697-16588269	Chr07|17202170-17235768	NA
Chr07	19646816	19710342	63526	Chr07|20240820-20285083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	19649714	19701636	51922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|20948917-20992783	NA	NA	NA
Chr07	19649714	19710342	60628	NA	Chr07|19273980-19327581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	19652015	19710342	58327	NA	NA	NA	Chr07|19440076-19490469	Chr07|19827608-19878123	Chr07|20352624-20403151	Chr07|19537829-19587247	Chr07|20924051-20974579	Chr07|20346768-20397296	Chr07|19540570-19600992	Chr07|20031242-20108342	Chr07|20406193-20483299	Chr07|19033104-19110222	Chr07|20552332-20602867	Chr07|20248512-20299050	Chr07|20899693-20949106	NA	NA	NA	NA
Chr07	19656010	19695680	39670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|22879023-22909980
Chr07	19709358	19969447	260123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|17552330-17758740	Chr07|18211809-18422315	NA
Chr07	20498527	20598103	99576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|18856438-18981149	NA
Chr07	20498527	20599330	100803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|18186292-18312381	NA	NA
Chr07	20928572	20934333	5761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|18658536-18664380	NA	NA
Chr07	21008395	21013353	4958	NA	Chr07|20564472-20569432	NA	NA	Chr07|21112898-21117861	Chr07|21604360-21609325	NA	Chr07|22209699-22214664	Chr07|21632389-21637352	Chr07|20825090-20830055	Chr07|21380955-21385920	Chr07|21799518-21804483	NA	Chr07|21837852-21842817	Chr07|21558013-21562974	NA	NA	NA	NA	NA
Chr07	21010846	21013353	2508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|18772746-18775259	Chr07|19403763-19406284	NA
Chr07	21434877	21443996	9119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|21908451-21917545	NA	NA	NA	NA	NA	Chr07|23157589-23166682	NA	NA	NA
Chr07	21712707	21721729	9022	NA	NA	NA	NA	Chr07|22069041-22090472	Chr07|22226847-22248278	NA	Chr07|23165987-23187418	Chr07|22331982-22353247	Chr07|21530328-21551781	Chr07|22157374-22178805	NA	Chr07|21216709-21239526	Chr07|22794160-22815588	NA	NA	NA	Chr07|19331557-19369093	Chr07|20001146-20027507	NA
Chr07	21753768	21757179	3411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|25056530-25059886
Chr07	22791717	22809827	18110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|26283876-26300830
Chr07	23127203	23128715	1512	Chr07|23781769-23783296	NA	NA	Chr07|22931311-22932838	NA	NA	NA	NA	NA	NA	NA	Chr07|24107280-24108807	NA	NA	Chr07|23763439-23764966	NA	NA	NA	NA	NA
Chr07	23127203	23129411	2208	NA	Chr07|22674866-22677063	Chr07|22652542-22654769	NA	Chr07|23521416-23523615	Chr07|23659454-23661652	Chr07|22808975-22822465	Chr07|24588323-24590483	Chr07|23730084-23732281	Chr07|23013708-23015906	Chr07|23604045-23606243	NA	Chr07|22657706-22671198	Chr07|24246642-24248841	NA	Chr07|24492530-24506019	Chr07|24834729-24873241	Chr07|20659510-20661734	Chr07|21303822-21306030	NA
Chr07	23447524	23449529	2083	NA	NA	NA	Chr07|23301314-23303607	Chr07|23837372-23839371	Chr07|23975546-23977545	Chr07|23138757-23140785	Chr07|24899629-24901628	Chr07|24068353-24070352	Chr07|23329702-23331701	Chr07|23919824-23921823	Chr07|24477613-24479906	Chr07|22987419-22989447	Chr07|24562672-24564671	Chr07|24133758-24136051	NA	NA	NA	NA	NA
Chr07	23643391	23649196	5805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|21122834-21128606	Chr07|21775062-21780899	NA
Chr07	24829759	24863131	33372	NA	NA	NA	NA	NA	NA	Chr07|24561120-24581634	NA	NA	NA	NA	NA	Chr07|24356046-24376562	NA	NA	NA	NA	Chr07|22230878-22243975	Chr07|22868021-22881074	NA
Chr07	24829759	24863811	34052	NA	NA	NA	NA	Chr07|25219536-25234962	Chr07|25349051-25364481	NA	Chr07|26304842-26320274	Chr07|25446378-25461810	NA	Chr07|25359222-25374655	Chr07|25898062-25913494	NA	Chr07|25944983-25960415	Chr07|25591254-25606707	NA	NA	NA	NA	NA
Chr07	24841172	24864725	23553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|26186461-26207534	NA	NA	NA	NA
Chr07	24844828	24846590	1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|26667065-26668849	NA	NA	NA
Chr07	25051805	25053345	1540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|28693585-28695112
Chr07	26195464	26197790	2326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|23394757-23397060	Chr07|24038732-24041029	NA
Chr07	26459975	26461318	1343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|23632153-23633500	NA	NA
Chr07	26561497	26580124	18627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|30229808-30234882
Chr07	28583955	28700441	116486	Chr07|29255170-29362245	Chr07|28068532-28175561	Chr07|28083591-28190594	Chr07|28210935-28318065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr07	29524775	29637984	113209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr07|32851308-33072080
Chr08	638854	643863	5012	NA	NA	NA	NA	Chr08|710962-715979	Chr08|736701-741718	NA	NA	NA	NA	NA	NA	Chr08|662160-667172	NA	Chr08|671809-676826	Chr08|664386-669398	NA	NA	NA	NA
Chr08	672634	744384	71750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|868677-935976
Chr08	1253151	1282301	29150	NA	NA	NA	Chr08|1334040-1356630	NA	NA	NA	NA	NA	Chr08|1283442-1306042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	1922445	1961076	38631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|1595486-1617080	Chr08|1621719-1643284	NA
Chr08	2910000	2921748	11748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|2553112-2564702	NA	NA	NA	NA	NA
Chr08	3425228	3429223	3995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|2864555-2868501	Chr08|2900223-2904164	NA
Chr08	3427677	3428840	1163	Chr08|3583454-3584656	NA	NA	NA	Chr08|3470268-3471469	NA	NA	NA	NA	Chr08|3527257-3528458	Chr08|3237335-3238537	Chr08|3207363-3208565	NA	NA	Chr08|3143532-3144734	NA	NA	NA	NA	NA
Chr08	3596345	3728999	132654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|3205728-3353893
Chr08	3798006	3800173	2167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|3455700-3457780
Chr08	4713420	4717884	4464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|4260961-4265517
Chr08	5474983	5477812	2829	NA	NA	NA	Chr08|5315408-5318533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|4459622-4462753	Chr08|4513805-4516936	NA
Chr08	5494723	5499511	4788	NA	NA	NA	Chr08|5434531-5441521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	5681871	5683012	1141	NA	NA	NA	NA	NA	Chr08|5761748-5762908	Chr08|5255848-5257008	NA	Chr08|5627845-5629005	Chr08|5903253-5904413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	6621264	6931021	309757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|6811284-7297387	NA	NA	NA	NA	NA	NA	NA
Chr08	6658739	6931021	272282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|6550282-6956186	NA	NA	NA	NA
Chr08	6681215	6931021	249806	NA	NA	NA	Chr08|6753527-7109744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	6687990	6882878	194888	NA	NA	NA	NA	Chr08|6657982-6987852	NA	NA	Chr08|6658626-6988228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	6687990	6931021	243031	NA	NA	NA	NA	NA	NA	Chr08|6582094-6832726	NA	NA	Chr08|7416104-7679167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	6687990	7117035	429045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|6723463-7283604	NA	NA	NA
Chr08	6690788	6890245	199457	NA	NA	NA	NA	NA	Chr08|6485938-6813702	NA	NA	NA	NA	Chr08|6138640-6388735	Chr08|6031081-6346675	NA	Chr08|6679400-6990662	NA	NA	NA	NA	NA	NA
Chr08	6693609	6930274	236665	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|6554407-6793748	NA	NA	NA	NA	NA	Chr08|6354001-6595511	NA	NA	NA	NA	NA
Chr08	6693611	6836273	142662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|5565709-5694170	NA
Chr08	6780074	6836273	56199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|5630419-5692775	NA	NA
Chr08	7117032	7413231	296199	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|6805362-7105208	NA	NA	NA	NA	NA	Chr08|6607154-6908010	NA	NA	NA	NA	NA
Chr08	7117032	7416474	299442	Chr08|7169131-7468425	Chr08|6977461-7276718	Chr08|7106547-7404856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	7117841	7410654	292813	NA	NA	NA	Chr08|7124021-7786266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	7117841	7413862	296021	NA	NA	NA	NA	Chr08|6991293-7609701	NA	Chr08|6836169-7537700	Chr08|6991671-7610166	NA	Chr08|7682610-8401622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	7132399	7365684	233285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|5692766-5882364	NA	NA
Chr08	7132399	7368388	235989	NA	NA	NA	NA	NA	Chr08|6847326-7362056	NA	NA	NA	NA	Chr08|6411754-6887339	Chr08|6369690-6847132	NA	Chr08|7013679-7487662	NA	NA	NA	NA	NA	NA
Chr08	7132399	7410507	278108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|6956186-7338769	NA	NA	NA	NA
Chr08	7132399	7413231	280832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|5702568-5902174	NA
Chr08	7132399	7413862	281463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|7287048-7657988	NA	NA	NA
Chr08	7911904	7985052	73148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|6733429-6797774
Chr08	8779129	8780463	1334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|7102480-7103832	Chr08|7141490-7142849	NA
Chr08	9539547	9608531	68984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|9577117-9667947	NA	NA	NA	NA	NA	NA
Chr08	9923622	9957210	33588	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|9863783-9894881	NA	Chr08|9389991-9421252	NA	NA	NA	Chr08|9690326-9721593	NA	NA	NA	NA	NA
Chr08	11497759	11499087	1332	NA	NA	NA	NA	Chr08|11582866-11584192	Chr08|11409216-11410532	Chr08|11615089-11616396	Chr08|11664872-11666206	NA	Chr08|12635083-12636402	Chr08|10933335-10934645	NA	NA	Chr08|11403162-11404484	Chr08|11306423-11307844	Chr08|11363361-11364661	NA	NA	NA	NA
Chr08	11606782	11609085	2303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|10815339-10817647
Chr08	11781445	11788450	7005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|11170161-11182363
Chr08	11950425	12398169	447744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|13365344-13877927	NA	NA	NA
Chr08	11950425	12398940	448515	NA	NA	Chr08|12286182-12745805	Chr08|12862113-13317589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	11950425	12883521	933096	NA	Chr08|12015737-12692440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	12021457	12403834	382377	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|12137281-12495454	NA	NA	NA	Chr08|12497285-12854472	NA	NA	NA	NA	NA	NA	NA
Chr08	12705694	12839929	134235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|10490446-10631480	Chr08|10528135-10667660	NA
Chr08	13127423	13128993	1570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|14326681-14328274	NA	NA	NA
Chr08	13331276	13358187	26911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|14358790-14393579	NA	NA	NA
Chr08	13425349	13429492	4136	NA	NA	NA	NA	Chr08|13735591-13739745	Chr08|13658938-13663092	Chr08|13762384-13766529	Chr08|13891052-13895206	Chr08|13491563-13495688	Chr08|14864729-14868883	Chr08|13006510-13010664	NA	Chr08|13828582-13832655	Chr08|13651254-13655411	Chr08|13566581-13570732	Chr08|13579833-13583987	NA	NA	NA	NA
Chr08	13429338	13436156	6818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|13014867-13021670	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	13842699	13856345	13646	Chr08|14585868-14599617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	13907805	14319487	411682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|11623128-11953957	NA	NA
Chr08	14806454	14879821	73367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|16241827-16256101	NA	NA	NA
Chr08	16448245	16449632	1387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|18301110-18302500	NA	NA	NA
Chr08	16670776	16682068	11292	NA	NA	NA	NA	Chr08|17338908-17353195	NA	NA	Chr08|17595777-17610064	NA	NA	NA	NA	NA	Chr08|17352114-17366399	Chr08|17282972-17297258	NA	NA	NA	NA	NA
Chr08	16771519	16773909	2442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|17203580-17206029	NA	NA	NA	NA	NA	NA	Chr08|14165159-14167506	NA
Chr08	17254640	17270354	15714	NA	NA	NA	NA	NA	Chr08|18753584-18795867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	18856525	18861254	4729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|19575499-19580265	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	19526747	20627315	1100568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|20183652-21900216
